mcmod_id,curseforge_slug,modrinth_slug,name,subname,abbr
5233,aquatic-odyssey-mod,,Aquatic Odyssey,,
5234,vanilla-cookbook,vanillacookbook,原版烹饪书,Vanilla Cookbook,
5235,edible-nether-wart,,可食用下界疣,Edible Nether Wart,
5236,plasmo-voice,plasmo-voice,Plasmo 语音,Plasmo Voice,
5237,armor-sound-tweak,,盔甲音效调整,Armor Sound Tweak,
5238,hexerei,hexerei,魔法巫师,Hexerei,
5239,morerefinedstorage,morerefinedstorage,More Refined Storage,,
5240,give-me-water-or-give-me-death,,Give Me Water Or Give Me Death,,
5241,lost-and-found,,Lost and Found,,
5242,better-fps-render-distance,,Better Fps - Render Distance,,
5243,armor-chroma-for-fabric,armor-chroma-for-fabric,盔甲颜色显示Fabric版,Armor Chroma for Fabric,
5244,ore-reeds,,矿石甘蔗,Ore Reeds,
5245,connected-glass,connected-glass,Connected Glass,,
5246,blockui,,BlockUI,,
5247,storage-racks,,Storage Racks,,
5248,Dung-Pipe,,Dung Pipe,,
5249,extra-armor,,更多盔甲,Extra Armor,
5250,pig-poop,,Pig Poop (Fabric),,
5251,stupid-horse-stand-still,,Stupid Horse Stand Still,,
5252,ceramic-bucket,ceramic-bucket,陶瓷桶,Ceramic Bucket,
5253,durability101,durability101,Durability101,,
5254,ceramic-shears,,陶瓷剪刀,Ceramic Shears,
5255,torch-bandolier,torch-bandolier,火把弹药袋,Torch Bandolier,
5256,rapid-leaf-decay,rapid-leaf-decay,Rapid Leaf Decay,,
5257,netherite-horse-armor-mod,,下界合金马铠,Netherite Horse Armor Mod,
5258,ambient-environment,ambient-environment,Ambient Environment,,
5259,glass-cutter,,Glass Harvesters,,
5260,dicemc-tiered-armors,,DiceMC Tiered Armors,,
5261,tetranomicon,,Tetranomicon,,
5262,more-observers,,更多侦测器,More Observers,
5263,villagers-respawn,villagers-respawn,村民重生,Villagers Respawn,
5264,hot-swappable-armor,,热切换护甲,Hot-Swappable Armor,
5265,advancement-plaques,advancement-plaques,进度牌匾,Advancement Plaques,
5266,,,魔源核心,MagCore,
5267,minceraft-mod,,Minceraft Mod,,
5268,alexs-delights,,Alex乐事,Alex's Delights,
5269,better-bedrock-generator,,Better Bedrock Generator,,BBG
5270,prehistoric-fauna,prehistoric-fauna,史前生物,Prehistoric Fauna,PF
5271,better-conduit-placement,better-conduit-placement,更好的潮涌核心放置,Better Conduit Placement,
5272,death-counter,death-counter-ichun,死亡计数器,Death Counter,
5273,dimension-stages,dimension-stages,维度阶段,Dimension Stages,
5274,passive-dragon,,Passive Dragon (APRIL FOOLS),,
5275,i-want-to-die-at-home,,I want to die at home!,,
5276,morevanillaweapons,morevanillaweapons,更多原版武器,MoreVanillaWeapons,mvw
5277,ore-tree-reborn,,矿物树：重制,Ore Tree:Reborn,OT:R
5278,player-tracking-compass,player-tracking-compass,Player Tracking Compass,,
5279,,,诡梦,DreamAchievement,
5280,tooltipfix,tooltipfix,信息提示修复,ToolTipFix,
5281,extended-noteblock-forge,,音符盒扩展,Extended Noteblock,
5282,ore-prospecting-stick-forge,,探矿之戒,Rings Of Prospecting,
5283,worldedit-express-forge,,WorldEdit Express Keybinding,,
5284,awesome-dungeon-edition-ocean-forge,awesome-dungeon-edition-ocean,Awesome Dungeon Ocean Edition,,
5285,pistorder,,Pistorder,,
5286,escape-rope-pokemon-item-forge,,Escape Rope - Item Pokemon,,
5287,awesome-flooring-forge,awesome-flooring-forge,Awesome Flooring,,
5288,medievial-entity-forge,medieval-entity-forge,中世纪生物,Medieval Entity,
5289,upgraded-shulkers,,更多潜影盒,Upgraded Shulkers,
5290,,,SeedCrackerX,,
5291,bobby,bobby,服务器区块缓存,Bobby,
5292,boosted-brightness,boosted-brightness,亮度增强,Boosted Brightness,
5293,effective,effective,Effective 💦,,
5294,,,回收商,Merchants,
5295,voidtotem,voidtotem,虚空图腾,Void Totem,
5296,tool-leveling-plus,tool-leveling,工具升级,Tool Leveling+,
5297,mythicmetals,mythicmetals,神话金属,Mythic Metals,
5298,creeper-firework,creeper-firework,烟花苦力怕,Creeper Firework,
5299,second-chance,second-chance-forge,Second Chance,,
5300,promenade,promenade,Promenade,,
5301,london-underground,the-tube,伦敦地铁,MTR London Underground Addon,LU
5302,dynamiclights-reforged,sodium-dynamic-lights,钠/Embeddium：动态光源,Sodium/Embeddium Dynamic Lights,
5303,the-wild-mod,the-wild-mod,荒野更新,The Wild Mod,TWM
5304,tuff-depth,,凝灰岩深度,Tuff Depth,
5305,minefantasy-reforged,,我的幻想重铸版,MineFantasy Reforged,MFR
5306,,,实用附魔,Useful Enchantments,
5307,framework,,Framework,,
5308,,,南织鸽子的椅子,Nzpigeon chairs,
5309,,,应用机械,Applied Create,
5310,anointed-items,,Anointed Items,,
5311,golden-age-combat,golden-age-combat,黄金时代的战斗,Golden Age Combat,GC
5312,magnesium-extras,sodium-extras,钠/Embeddium：附属,Sodium/Embeddium Extras,
5313,chest-tracker,chest-tracker,箱子追踪,Chest Tracker,
5314,advancementinfo,advancementinfo,进度信息展示,AdvancementInfo,
5315,animatica,animatica,Animatica,,
5316,all-dimension-height-increase,,全维度建筑高度提升,All Dimension Height Increase,
5317,merchant-markers,merchant-markers,商人标记,Merchant Markers,
5318,loot-bag,,战利品袋子,Loot Bag,LB
5319,miner-watcher,,矿工监视者,Miner Watcher,MW
5320,memento-mori-remember-death,,人终有一死/记住死亡,Memento Mori / Remember Death,
5321,not-enough-gamerules,not-enough-gamerules,Not Enough Gamerules,,
5322,,jsonem,Json格式化实体模型,Json Entity Models,JsonEM
5323,speedrunigt,speedrunigt,SpeedRunIGT,,IGT
5324,archmagus,,Archmagus,,
5325,slimyboyos,slimyboyos,SlimyBoyos,,
5326,fireplace-lib,fireplace-lib,Fireplace Lib,,
5327,immersive-geology,immersive-geology,沉浸地质学,Immersive Geology,IG
5328,wool-tweaks,wool-tweaks,羊毛调整,Wool Tweaks,
5329,tools-complement,tools-complement,Tool's Complement,,
5330,adventtic,,AdventTiC,,
5331,questionably-immersive,,Questionably Immersive,,
5332,long-fall-boots,,Long Fall Boots,,
5333,total-darkness,,Total Darkness,,
5334,true-darkness,true-darkness,True Darkness,,
5335,starlight-x-create,,Starlight x Create,,
5336,grand-economy,,Grand Economy,,
5337,chinacraft2,,华夏文明2,ChinaCraft2,CC2
5338,interactic,interactic,Interactic,,
5339,fnars-roguelike-dungeons,,冒险地牢-Fnar版,Roguelike Dungeons -- Fnar's Edition,
5340,playerex,,PlayerEx,,
5341,data-attributes,,Data Attributes,,
5342,hardcore-buoyance,,Hardcore Buoyance,,
5343,gregtech-ce-unofficial,gregtech-ce-unofficial,格雷科技社区版：非官方版,GregTech CE: Unofficial,GTCEu
5344,eggtab-fabric,,独立刷怪蛋列表,Egg Tab,
5345,always-a-wither-skull,always-a-wither-skull,必得凋灵骷髅头颅,Always a Wither Skull,
5346,anvil-restoration,anvil-restoration,铁砧修复,Anvil Restoration,
5347,hide-hands-fabric,hide-hands,隐藏主副手,Hide Hands,
5348,better-beacon-placement,better-beacon-placement,更好的信标放置,Better Beacon Placement,
5349,dead-totems,,Dead Totems,,
5350,functional-storage,functional-storage,功能性存储,Functional Storage,
5351,the-wild-update,,荒野更新 1.19,The Wild Update 1.19,
5352,archeology,archeology,考古学,CapsLock Archeology,
5353,,,子文件夹Mod扫描器,child folder mods scaner,CHMS
5354,trinkets-and-baubles,trinkets-and-baubles,饰品与小玩意,Trinkets and Baubles,
5355,,,雪王,Snow King,
5356,rope-ladders,,绳梯,Rope Ladders,
5357,skewers-updated,,烤串更新版,Skewers Updated,
5358,keep-my-soil-tilled,keep-my-soil-tilled,保持肥沃,Keep My Soil Tilled,
5359,double-doors,double-doors,双开门,Double Doors,
5360,expanded-armor-enchanting,expanded-armor-enchanting,盔甲附魔扩展,Expanded Armor Enchanting,
5361,expanded-weapon-enchanting,expanded-weapon-enchanting,武器附魔扩展,Expanded Weapon Enchanting,
5362,expanded-axe-enchanting,expanded-axe-enchanting,斧附魔扩展,Expanded Axe Enchanting,
5363,expanded-trident-enchanting,expanded-trident-enchanting,三叉戟附魔扩展,Expanded Trident Enchanting,
5364,urns,,Urns,,
5365,pylons,,Pylons,,
5366,on-soul-fire,on-soul-fire,On Soul Fire,,
5367,wizard-staff,,Wizard Staff,,
5368,kambrik,kambrik,Kambrik,,
5369,additional-bars,additionalbars,更多的栏杆,Additional Bars,
5370,leap,leap,Leap,,
5371,cameraoverhaul,cameraoverhaul,Camera Overhaul,,
5372,enchantment-id-extender,eide,Enchantment ID Extender,,
5373,creeper-overhaul,creeper-overhaul,苦力怕改革/苦力怕革新,Creeper Overhaul,
5374,cool-elytra-roll,cool-elytra-roll,Cool Elytra Roll,,
5375,camera-overhaul-forge,,CameraOverhaul (Forge),,
5376,blame,,Blame,,
5377,patboxs-banhammer,banhammer,BanHammer!,,
5378,terraformed-api-reforged,,Terraformed Api Reforged,,
5379,multiblocktweaker,,MultiblockTweaker,,MBT
5380,good-ol-currency,,Good Ol' Currency,,
5381,macaws-bridges-atmospheric,,Macaw的桥梁：悠然一派附属,Macaw's Bridges - Atmospheric,
5382,leadvillagers,,LeadVillagers,,
5383,fabric-shield-lib,fabricshieldlib,Fabric Shield Lib,,
5384,frys-things-guns-and-more,,Fry's Things: Guns and More,,
5385,quickbind,,功能集成,Quick Bind/Command GUI buttons,
5386,ompd,,开放式模块化被动防御,Open Modular Passive Defense,OMPD
5387,basic-shields-fabric,basic-shields-fabric,Basic Shields,,
5388,borderless-mining,borderless-mining,Borderless Mining,,
5389,ledger,ledger,Ledger,,
5390,pet-owner,petowner,Pet Owner,,
5391,spartan-hud-baubles,,斯巴达饰品栏HUD,Spartan HUD: Baubles,
5392,mekanism-matter,,通用机械：物质拓展,Mekanism Matter,
5393,inzhefop-core,,inzhefop's Core,,
5394,,,Milky,,
5395,,,Slopes,,
5396,legendary-tooltips,legendary-tooltips,传说提示框,Legendary Tooltips,
5397,myrtrees,,Myrtrees,,
5398,,,Nameless v1.1,,
5399,tiny-redstone,,Tiny Redstone,,
5400,,,血量显示器,BloodDisplayer,
5401,icarus,icarus,Icarus,,
5402,the-splash-milk,the-splash-milk,喷溅牛奶,Splash Milk,
5403,fastbench-for-fabric,,工作台性能优化Fabric版,FastBench for Fabric,
5404,mob-buckets-fabric,,生物桶,Mob Buckets,
5405,,,额外原神学,Ex_genshin_er_botonia,ERBOT
5406,,,Type-32的枪械数据包,,
5407,enchantable,,Enchantable,,
5408,glass-doors,,玻璃门,Glass Doors,
5409,glasscutter,,玻璃切割器,Glass Cutter,
5410,upgradable-crystal-tools,,Upgradable Crystal Tools,,
5411,no-dragon-cheese,,No Dragon Cheese,,
5412,glassware,,玻璃制品,Glassware,
5413,milk-plus,milk_plus,Milk Plus,,
5414,modifiers,,重铸,Modifiers,
5415,customnpc-plus,customnpc-plus,自定义NPC+,CustomNPC+,
5416,ingredient-extension-api,ingredient-extension-api,Ingredient Extension API,,
5417,,,简单原版增强,Simple Vannila Boost,SVB
5418,wireless-networks,,Wireless Networks,,
5419,compass-manhunt,compass-manhunt,Compass Manhunt,,
5420,exlines-furniture,exlines-furniture,Exline's Furniture Mod,,
5421,tinkers-archery,,工匠箭术,Tinkers' Archery,
5422,designer-modeling,,设计师建模,Designer Modeling,
5423,netherite-horse-armor-mod,,下界合金马铠,Netherite Horse Armor Mod,
5424,netherite-horse-armor-fabric,,下界合金马铠,Netherite Horse Armor,
5425,netherite-elytra,,下界合金鞘翅,Netherite Elytra,
5426,,,猪红世界,Zhohome,
5427,more-tcon,moar-tcon,更多匠魂材料,Moar TCon,
5428,exlines-emerald-equipment,emerald-equipment,Exline's Emerald Equipment,,
5429,exlines-candy-mod,,Exline's Candy Mod,,
5430,renamer,,代号名称,Renamer,
5431,,,分形铜艺,Fractal Coppery,FC
5432,the-herobrine-mod-1-7-10,,The Herobrine Mod (Classic),,
5433,aquatic-armors,,Aquatic Armors,,
5434,immersive-industry,,沉浸工业,Immersive Industry,II
5435,lightmans-currency,lightmans-currency,Lightmans Currency,,
5436,hellfire-fireball-launcher,,地狱火：火焰弹发射器,Hellfire: Fireball Launcher,H:FL
5437,guild,guild,The Guild,,
5438,endless-deep-space,endless-deep-space,无尽深空,Endless Deep Space,EDS
5439,,,原版食物拓展,,
5440,dynamic-trees-for-sakura,,动态的树：樱附属,Dynamic Trees for Sakura,
5441,advanced-fishing,,Advanced Fishing,,
5442,,,派对食谱,PartyRecipes！,PR
5443,bettertabs,bettertabs,BetterTabs,,
5444,classy-hats,,时髦帽子,Classy Hats,
5445,bedbreakbegone,bedbreakbegone,BedBreakBegone,,
5446,bq-multiblock-structure-integration,bq-multiblock-structure-integration,更好的任务-多方块与结构扩展,Better Questing - Multiblock and Structure Integration,
5447,bqtweaker,bqtweaker,Better Questing Tweaker,,BQTweaker
5448,hypnos,hypnos,Hypnos,,
5449,collision-damage,collision-damage,Collision Damage,,
5450,project-74246,,毁灭地牢,Doomlike Dungeons,
5451,dynamic-trees-defiled-lands,,动态的树：污秽之地附属,Dynamic Trees - Defiled Lands,
5452,xaero-map-addition,xaero-map-addition,Xaero Map Addition,,XMA
5453,lambdacontrols,lambdacontrols,Lambd 的控制优化,LambdaControls,
5454,ducky-mod,,Ducky Mod,,
5455,craftgr,craftgr,幻想乡电台,CraftGR,
5456,quartz,,Quartz,,
5457,all-the-blocks,,All The Blocks,,
5458,allthemodium,,Allthemodium,,
5459,ato,,All the Ores,,ATO
5460,just-enough-effect-descriptions-jeed,just-enough-effect-descriptions-jeed,JEI药水效果,Just Enough Effect Descriptions,JEED
5461,hostile-neural-networks,,Hostile Neural Networks,,
5462,mo-cakes,,更多蛋糕,Mo' Cake,
5463,fishing-made-better,,更好的钓鱼,Fishing Made Better,FB
5464,neon-craft-ultimate,,霓虹灯艺2,Neon Craft Ultimate/Neon Craft 2 Mod,NC2
5465,architects-dream,,建筑师之梦,Architect's Dream,
5466,ignition-enderbags,,Ignition: EnderBags,,
5467,correlated,correlated,Correlated,,
5468,enderbags,,EnderBags,,
5469,no-mob-spawning-on-trees,,No Mob Spawning on Trees,,NMSOT
5470,rf-lux,rf-lux,RF Lux,,
5471,fx-control,fx-control,效果控制,Fx control,
5472,,roughly-enough-characters,Roughly Enough Characters,,RECh
5473,,,Registrate,,
5474,easy-normal-and-magic-foods,,Easy Normal and Magic Foods,,
5475,tiefix,tiefix,TieFix,,
5476,more-chat-history,morechathistory,更多聊天记录,More Chat History,
5477,phosphor-reloaded,,磷重制版,Phosphor Reloaded,
5478,,,"Minecraft, But Leaves Drop OP Loot!",,
5479,pigstep-backport,,Pigstep,,
5480,agadars-brewing-api,,Agadar's Brewing-API,,
5481,,,炫酷僵尸出生动画,,
5482,,,饮水值OOC,,
5483,ae-shield,,奕 秉甲,Ae Shield,AES
5484,,,科洛的服务器支持,KoroWorld-Minecraft Support,KW
5485,giant-player-boss,,巨人玩家 Boss,Giant Player Boss,
5486,set-bonus,,Set Bonus,,
5487,tntutils,,TNTUtils,,
5488,giant-swords,,巨剑,Giant Swords,
5489,terrablender,terrablender,TerraBlender,,
5490,commandhelper,,命令助手,CommandHelper,CHper
5491,bilibili,,Bilibili,,
5492,,,连锁挖矿轻量版,,
5493,creatures,frikinzis-fauna,Frikinzi's Fauna,,
5494,mcdw,mcdw,我的世界：地下城武器,MC Dungeons Weapons,MCDW
5495,,,提示框注入器,Tooltip Injector,
5496,beta-creepers,,Beta Creepers,,
5497,,,更丰富的原版,More Plentiful Vanilla,MPV
5498,macaws-paintings,macaws-paintings,Macaw的画,Macaw's Paintings,
5499,dyenamics,,Dyenamics,,
5500,multi-piston,,Multi-Piston,,
5501,blood-magic,blood-magic,血魔法3,Blood Magic 3,BM3
5502,resolutioncontrol,resolution-control-plus,分辨率控制,Resolution Control,
5503,wdl,,世界下载器,World Downloader,WDL
5504,,,自定义合成OOC2,,
5505,,,信息显示器,,
5506,domum-ornamentum,,Domum Ornamentum,,
5507,methodicalmilking,,MethodicalMilking,,
5508,,,ModMdo,,
5509,save-and-load-inventories-fabric,save-and-load-inventories,Save and Load Inventories,,
5510,forge-config-api-port-fabric,forge-config-api-port,Forge Config API Port,,FC
5511,pams-cookables,,Pam's Cookables,,
5512,end-metals,,End Metals,,
5513,vitality,,Vitality,,
5514,featured-servers,,Featured Servers,,
5515,oldjavawarning,oldjavawarning,旧Java警告,OldJavaWarning,
5516,mercurius,,Mercurius,,
5517,all-the-swords,,All The Swords,,
5518,pams-simple-recipes,,Pam's Simple Recipes,,
5519,bow-infinity-fix,bow-infinity-fix,无限附魔修复,Bow Infinity Fix,BIF
5520,,,模组5520(获取失败),,
5521,enchanting-infuser-forge,enchanting-infuser,附魔灌注台,Enchanting Infuser,EI
5522,menumobs,,主菜单生物渲染,MenuMobs,
5523,,,坚硬装备,HarderEquipments,
5524,tiny-skeletons-forge,tiny-skeletons,小骷髅变种,Tiny Skeletons,TS
5525,,,TOP修复,TOP Fix,
5526,matter-overdrive-community-edition,moce,超能物质社区版,Matter Overdrive: Community Edition,MOCE
5527,cavetweaks,,洞穴调整,CaveTweaks,
5528,cosmetic-armor-fabric,cosmetic-armor,时装盔甲,Cosmetic Armor,
5529,,,Attack Distance,,
5530,,,更多寂静材料,Extra Material Spieces,EMS
5531,crimson-chickens,,Crimson Chickens,,
5532,drippy-loading-screen,drippy-loading-screen,自定义游戏加载界面,Drippy Loading Screen,
5533,extreme-sound-muffler,extreme_sound_muffler,Extreme Sound Muffler,,ESM
5534,dragonloot,dragonloot,龙战利品,DragonLoot,
5535,wtfcore,,WTFCore,,
5536,ore-remover,,Ore Remover,,
5537,betweenlands-redstone,,Betweenlands Redstone,,
5538,more-peripherals,more-peripherals,More Peripherals,,
5539,ageing-spawners,ageing-spawners,Ageing Spawners,,
5540,loot-extra,,战利品表拓展,LootExtra,LX
5541,cloud-boots-mod,cloud-boots,云靴,Cloud Boots,
5542,better-compatibility-checker,better-compatibility-checker,Better Compatibility Checker,,
5543,fastfurnace-minus-replacement,,Fast Furnace minus Replacement,,
5544,harvest,,Harvest,,
5545,craftpresence,craftpresence,CraftPresence,,
5546,stonecutter-recipe-tags,stonecutter_recipe_tags,Stonecutter Recipe Tags,,
5547,customnpcsreborn,,自定义NPC：重生,Custom NPCs Reborn,
5548,,,模组5548(获取失败),,
5549,brassamberbattletowers,,战斗高塔,BrassAmber BattleTowers,
5550,jags,,Just Another Grass Seed,,JAGS
5551,sedna,,Sedna,,
5552,fog-tweaker,,Fog World / Fog Tweaker,,
5553,open-elevator-fabric,,Fabric版开放式电梯,OpenElevator (Fabric),
5554,,,魔咒注入器,enchant syringe,ES
5555,nullscape-end-reborn,nullscape,空无之景,Nullscape,
5556,brutal-bosses-dungeon,,Brutal Bosses - Dungeon Bosses,,
5557,guerrilla-vs-command-mod-high-difficulty-addition,,游击队员vs突击队员,Guerrilla vs Command,GVC
5558,super-tools-reloaded-reloaded,,超级工具重置版重制版,Super Tools Reloaded-Reloaded,STRR
5559,lychee,lychee,Lychee,,
5560,morepaths,,MorePaths,,
5561,extended-mushrooms,extended-mushrooms,Extended Mushrooms,,
5562,shear-madness,,Shear Madness,,
5563,missing-pieces,,Missing Pieces,,
5564,hatchery,,Hatchery,,
5565,alexs-delight,,Alex's Delight,,
5566,creatures-and-beasts,creatures-and-beasts,动物和野兽,Creatures and Beasts,
5567,dead-guys-deep-dark,,Dead Guys Untitled Deep Dark,,
5568,towers-of-the-wild-reworked,,旷野之息高塔：重制,Towers of the Wild: Reworked,
5569,towers-of-the-wild-reloaded,,旷野之塔：重置,Towers of the Wild: Reloaded,
5570,bansoko,,创可贴,Bansoukou,
5571,,,MITE：破晓,MITE:Dawn,
5572,inventory-backpack,inventory-backpack-mod,Inventory Backpack,,
5573,,,比狼好BC兼容,Better Then Buildcraft,BTB
5574,drippy-loading-screen,drippy-loading-screen,自定义游戏加载界面,Drippy Loading Screen,
5575,reinforced-shulker-boxes,reinforced-shulker-boxes,增强潜影盒,Reinforced Shulker Boxes,
5576,fastopenlinksandfolders,,快速打开链接和文件夹,FastOpenLinksAndFolders,
5577,reinforced-chests,reinforced-chests,增强箱子,Reinforced Chests,
5578,biome-staff,,Biome Staff,,BS
5579,dynamic-trees-quark,dynamic-trees-quark,动态的树：夸克附属,Dynamic Trees - Quark,
5580,radium-reforged,radium,镭,Radium Reforged,
5581,backpackmod,backpackmod,BackpackMod,,
5582,,,3格物品栏挑战,,
5583,untamedwilds,,不羁野性,Untamed Wilds,
5584,advancements-tracker,advancements-tracker,进度追踪器概览,Advancements Tracker and Overview,
5585,no-null-processors,,No Null Processors,,
5586,,,果汁贩卖机,Juice Vending Machine,JVM
5587,ma-enchants,,Ma 附魔,Ma Enchants,
5588,bits-and-chisels,bits-and-chisels,Bits and Chisels,,
5589,trading-post,trading-post,交易站,Trading Post,TP
5590,phantasmic,phantasmic,Nourished Nether/Phantasmic/Netherific,,
5591,furnus,,Furnus,,
5592,permanent-light-generator,plg,恒久光发电机,Permanent Light Generator,PLG
5593,,,模组5593(获取失败),,
5594,immortuos-calyx,,Immortuos Calyx,,
5595,claim-chunk,,Claim Chunk,,CC
5596,dicemc-money-mod,money-sign-shops,Money and Sign Shops,,
5597,client-command-aliases,,Client Command Aliases,,CCA
5598,interactive-corporea,,交互多媒体,Interactive Corporea,
5599,just-another-auto-clicker,,Just Another Auto Clicker,,JAAC
5600,,,旷野之息,Breath Of The Wild,
5601,better-sneak,,更好的潜行,Better Sneak,
5602,crapping-copper,,压缩升级铜,Crapping Copper,
5603,botany-pots-ore-planting,botany-pots-ore-planting,植物盆栽矿石种植,Botany Pots Ore Planting,BPOP
5604,,,变形金刚,Transformers Mod,TFmod
5605,satin-api,satin-api,Satin API,,
5606,easy-magic,easy-magic,简易附魔台,Easy Magic,EM
5607,enlightend,enlightend,末地启明,Enlightend/Enlightened End/Nourished End,
5608,rubidium,rubidium,铷,Rubidium,
5609,cultural-delights,cultural-delights,多元乐事,Cultural Delights,
5610,,,我的世界，但是没有含水层,"Minecraft, but there are NO AQUIFERS",
5611,jer-integration,,JER集成,JER Integration,JERI
5612,just-enough-beacons,,JEI信标,Just Enough Beacons,
5613,windowed-fullscreen,,Windowed Fullscreen,,
5614,,,Sandbox,,SBX
5615,helpful-hitboxes-forge,,Helpful Hitboxes,,
5616,vein-mining,vein-mining,连锁采集,Vein Mining,
5617,ars-creo,ars-creo,Ars Creo,,
5618,it-fell-from-the-sky,,It Fell From The Sky,,
5619,,,友好世界,FriendlyCraft,FC
5620,,,弯刀,Scimitar Mod,
5621,,,魔法曲奇,Magic Cookie Mod,
5622,,,常见的绿宝石,Common Emeralds Mod,
5623,,,鸡笼,Chicken Cage Mod,
5624,,,Leather Armor Plus Mod,,
5625,,,撑竿与羽翼,Pole Vault Mod,
5626,lyonheart,lyonheart,Lyonheart,,
5627,genshin-12,,原神12,Genshin 12,
5628,ae-additions-extra-cells-2-fork,ae-additions,AE Additions - ExtraCells2 Fork,,EC2F
5629,silent-addons,,Silent Addons,,SA
5630,ars-arsenal,,Ars Arsenal,,
5631,gps-mod-stalker-mod,,GPS Mod / Stalker mod,,
5632,extended-armor-bars,,Extended Armor Bars,,
5633,atom-economy,,基石-经济,Atom-Economy,
5634,just-enough-piglin-bartering,,JEI猪灵以物易物,Just Enough Piglin Bartering,JEPB
5635,,,Groophite,,GrT
5636,,aftersans53228-fabric-road,暗访谈的Fabric道路,aftersans53228's fabric roads,AFRoads
5637,primal-magick,primal-magick,原初魔法,Primal Magick,
5638,ore-creeper,ore-creeper,矿石苦力怕,Ore Creeper,
5639,panthalassa,,泛古洋,Panthalassa,
5640,stardew-armory,,星露谷武器,Stardew Armory,SA
5641,no-more-nether-desert-edition,,No More Nether: Desert edition,,NMN
5642,blaze-gear,,烈焰装备,Blaze Gear,
5643,,aier,反内能革命,Anti-internal Energy Revolution,AIER
5644,rhodonite-tools-armour,,Rhodonite,,
5645,more-minecarts,,More Minecarts and Rails,,
5646,corn-delight,corn-delight,玉米乐事,Corn Delight,
5647,,,自动登录指令,Auto Login Command,
5648,,,懒狗生存,Simple Survival,RO_SS
5649,blast-craft,blastcraft,防爆工艺,Blastcraft,
5650,zdgx,zdgx,mod自动更新,zdgx-AutoUpdateMod,
5651,,,PolyMc,,
5652,,,匠魂2：基岩版,Tinkers' Construct: Bedrock Edition,
5653,ore-highlight,,矿石发亮,Ore Highlight,
5654,sodium-shadowy-path-blocks,sodium-shadowy-path-blocks,钠 · 土径阴影,Sodium Shadowy Path Blocks,SSPB
5655,,,暮色月光,Slashblade-TwilightTsuki,
5656,polymer,polymer,Polymer,,
5657,elytra-bombing,,鞘翅轰炸,Elytra Bombing,EBB
5658,cuboiddroids-support-mod,,CuboidDroid's Support Mod,,
5659,,,年味,firecrackers/New Year TASTE,
5660,,,肝尽轮回,Liver Exhaustion Reincarnation,LER
5661,more-minecarts,,More Minecarts and Rails,,
5662,litematica-tool,,投影工具,Litematica Tool,
5663,frozen-up,,千里冰封,Frozen Up,
5664,carpet-tis-addition,carpet-tis-addition,Carpet TIS Addition,,
5665,,,所罗门之钥,The Solomon Key,TSK
5666,more-banner-features,more-banner-features,更多旗帜功能,More Banner Features,MBF
5667,horsestatsvanilla,horsestatsvanilla,马匹状态,Horse Stats Vanilla,
5668,biome-id-extender,,Biome ID Extender,,BIDE
5669,rereskillable-reborn,,Reskillable Reborn,,
5670,rereskillable-rereforked,,Rereskillable Rereforked,,
5671,tetra-pak,,Tetra Pak,,
5672,ars-magica-legacy,,Ars Magica: Legacy,,
5673,compressium,,Compressium,,
5674,talking-villagers,,会说话的村民,Talking Villagers,
5675,artifality,artifality,Artifality,,
5676,boat-container,boat-container,箱船,Boat Container,
5677,delogger,,DeLogger,,
5678,just-another-vanilla-addon-java,,迫真原版增强,Just Another Vanilla Addon,JAVA
5679,spectrite-mod,,彩虹,Spectrite,
5680,genshin-nature,genshin-nature,原神：自然,Genshin Nature,
5681,power-utilities-remastered,,能源转换重制,Power Utilities Remastered,
5682,create-gear-addon,,Create gear addon,,
5683,gun-mod-tl,,Gun mod-Weapon update,,GMWU
5684,,,分类仓库,,
5685,energymeter,energymeter,Energy Meter,,
5686,headindex,headindex,头颅菜单,Head Index,HI
5687,,,量子发电机,Quantum Generators,
5688,simply-quarries,,简易采石场,Simply Quarries,
5689,lethal-peaceful,,🐷Lethal Peaceful🔫,,
5690,,,大方的山羊和道具的植物大战僵尸模组,Generous goats and props 's Plants Vs Zombies mod,
5691,,,假面骑士kuuga,,
5692,storage-drawers-crafting-recipe,,Storage Drawers Crafting Recipe,,
5693,enhanced-attack-indicator,enhanced-attack-indicator,增强攻击提示器,Enhanced Attack Indicator,
5694,parasites-addon-overlast,,寄生兽：末世扩展,OverLast,
5695,cancel-block-update,cancel-block-update,取消方块更新,Cancel Block Update,CBU
5696,franciscofunari,medieval-craft-(structures),中世纪工艺,Medieval Craft,
5697,d3core,,D3Core,,
5698,green-thumb-v1-2-03,,Green Thumb - Nature Overhaul,,
5699,greenthumb,,GreenThumb,,
5700,tfc-adventure,,群峦冒险,TFC+ Adventure,TFCA
5701,just-zoom-forge,just-zoom,Just Zoom,,JZ
5702,server-holograms,holograms,全息图,Holograms,
5703,ae-additions-extra-cells-2-fork,ae-additions,AE Additions - ExtraCells2 Fork,,EC2F
5704,eidolons-hexblades,,幻梦咒剑,Eidolon's Hexblades,
5705,monke-madness,,Monke Madness,,
5706,put-ingot-down,,把锭放在地上吧！,Put Ingot Down!,PID
5707,torchtools,,TorchTools,,
5708,lottweaks,,LotTweaks,,LT
5709,quests-additions-fabric,,任务拓展,Quests Additions,
5710,custom-mob-spawner,,自定义生物生成器,Custom Mob Spawner,
5711,rpg-hud,rpg-hud,RPG-Hud,,
